headword,pronunciation
дирхам,dʲ ɪ r ˈ x a m ɨ
дирхам,dʲ ɪ r ˈ x a m
дирхем,dʲ ɪ r ˈ xʲ e m ɨ
дирхем,dʲ ɪ r ˈ xʲ e m
диск,д и с к
диск,д и́ с к и
дискант,ˈ dʲ i s̪ k ə n̪ t̪ ɨ dʲ ɪ s̪ ˈ k a n̪ t̪ ɨ
дискант,ˈ dʲ i s̪ k ə n̪ t̪ dʲ ɪ s̪ ˈ k a n̪ t̪
дискаунт,dʲ ɪ ˈ s k a u n t
дискаунт,dʲ ɪ ˈ s k a u n t ɨ
дислокация,dʲ ɪ s ɫ ɐ ˈ k a t s ɨ ɪ
дислокация,dʲ ɪ s ɫ ɐ ˈ k a t s ɨ j ə
дистанция,д и с т а́ н ц и я
дистанция,д и с т а́ н ц и и
дистиллятор,dʲ ɪ sʲ tʲ ɪ ˈ lʲ æ t ə r
дистиллятор,dʲ ɪ sʲ tʲ ɪ ˈ lʲ æ t ə r ɨ
дистилляция,dʲ ɪ sʲ tʲ ɪ ˈ lʲ æ t͡ s ɨ j ə
дистилляция,dʲ ɪ sʲ tʲ ɪ ˈ lʲ æ t͡ s ɨ ɪ
дистрофик,д и с т р о́ ф и к
дистрофик,д и с т р о́ ф и к и
дисфемизм,dʲ ɪ s̪ fʲ ɪ ˈ mʲ i z̪ m
дисфемизм,dʲ ɪ s̪ fʲ ɪ ˈ mʲ i z̪ m ɨ
дисциплина,д и с ц и п л и́ н а
дисциплина,д и с ц и п л и́ н ы
дифирамб,dʲ ɪ fʲ ɪ ˈ r a m b ɨ
дифирамб,dʲ ɪ fʲ ɪ ˈ r a m p
дифтонг,dʲ ɪ ˈ f t o n k
дифтонг,dʲ ɪ ˈ f t o n gʲ ɪ
дифф,dʲ i f
дифф,ˈ dʲ i f ɨ
диффамация,dʲ ɪ fː ɐ ˈ m a t͡ s ɨ j ə
дичь,dʲ i t͡ ɕ
дичь,
диэтил,д и э т и́ л ы
диэтил,д и э т и́ л
дневник,д н е в н и к и́
дневник,д н е в н и́ к
дно,д о́ н ь я
дно,д н о
до-бемоль,d ɔ bʲ ɪ m ˈ o lʲ ɪ
до-бемоль,d ɔ bʲ ɪ m ˈ o lʲ
до-диез,d ɔ d i ˈ ɛ s
до-диез,d ɔ d i ˈ ɛ z a
доба,ˈ d o b ɨ
доба,ˈ d o b ə
добрасывание,д о б р а́ с ы в а н и я
добрасывание,д о б р а́ с ы в а н и е
добро,d ɐ ˈ b r o̞
добро,ˈ d o̞ b r ə
добробат,д о б р о б а́ т
добробат,д о б р о б а́ т ы
доброволец,д о б р о в о́ л ь ц ы
доброволец,д о б р о в о́ л е ц
добродетель,д о б р о д е́ т е л ь
добродетель,д о б р о д е́ т е л и
доброс,д о б р о́ с
доброс,д о б р о́ с ы
добросовестность,d ə b r ɐ ˈ s o vʲ ɪ s t n ə sʲ tʲ
добротный,д о б р о́ т н ы й
добротный,д о б р о́ т н ы е
доброхот,d ə b r ɐ ˈ x o̞ t
доброхот,d ə b r ɐ ˈ x o̞ t ɨ
добряк,d ə b rʲ ɪ ˈ kʲ i
добряк,d ɐ b ˈ rʲ æ k
доверивший,д о в е́ р и в ш и й
доверивший,д о в е́ р и в ш и е
доверчивость,d̪ ɐ ˈ vʲ e r t͡ ɕ ɪ v ə sʲ tʲ
доверчивость,d̪ ɐ ˈ vʲ e r t͡ ɕ ɪ v ə sʲ tʲ ɪ
довод,д о́ в о д ы
довод,д о́ в о д
доводчик,d ɐ ˈ v o ʨː ɪ kʲ ɪ
доводчик,d ɐ ˈ v o ʨː ɪ k
дог,d o k
дог,ˈ d o ɡʲ ɪ
договор,d ə ɡ ɐ ˈ v o̞ r
договор,d ə ɡ ɐ ˈ v o̞ r ɨ
додик,ˈ d̪ o dʲ ɪ kʲ ɪ
додик,ˈ d̪ o dʲ ɪ k
додо,д о д о́
додредноут,д о д р е д н о́ у т
додредноут,д о д р е д н о́ у т ы
доение,
доение,d̪ ɐ ˈ ɪ̯ e nʲ ɪ ɪ̯ ə
дождевик,d ə ʐ dʲ ɪ vʲ ɪ ˈ kʲ i
дождевик,d ə ʐ dʲ ɪ ˈ vʲ i k
дождевой,д о ж д е в ы́ е
дождевой,д о ж д е в о́ й
дождь,d o̞ ʂ tʲ
дождь,н о р м а с т а р о м о с к о в с к а я н о р м а
дождь,d ɐ ˈ ʑː i
дождь,d o ɕː
дождь,d ɐ ˈ ʐ dʲ i
дозиметр,d ɐ ˈ zʲ i mʲ ɪ t ə r
дозиметр,d ɐ ˈ zʲ i mʲ ɪ t r ɨ
дознавательница,д о з н а в а́ т е л ь н и ц а
дознавательница,д о з н а в а́ т е л ь н и ц ы
дозор,d ɐ ˈ z o r
дозор,d ɐ ˈ z o r ɨ
доильщица,d ɐ ˈ i lʲ ɕː ɪ t͡ s ɨ
доильщица,d ɐ ˈ i lʲ ɕː ɪ t͡ s ə
дойка,ˈ d o j k ə
дойка,ˈ d o j kʲ ɪ
док,д о́ к и
док,д о к
дока,ˈ d o kʲ ɪ
дока,ˈ d o k ə
доказательство,д о к а з а́ т е л ь с т в о
доказательство,д о к а з а́ т е л ь с т в а
докисание,д о к и с а́ н и е
докисание,д о к и с а́ н и я
доклад,d ə ˈ k ɫ a t
доклад,d ə ˈ k ɫ a d ɨ
доктор,д о к т о р а́
доктор,д о́ к т о р
докудрама,ˌ d̪ o k ʊ ˈ d̪ r a m ɨ
докудрама,ˌ d̪ o k ʊ ˈ d̪ r a m ə
документ,д о к у м е́ н т
документ,д о к у м е́ н т ы
докучность,д о к у́ ч н о с т ь
докучность,д о к у́ ч н о с т и
долбаный,д о́ л б а н ы й
долбаный,д о́ л б а н ы е
долбоебизм,d̪ ə ɫ̪ b ə ɪ̯ j ɪ ˈ bʲ i z̪ m
долбоебизм,d̪ ə ɫ̪ b ə ɪ̯ j ɪ ˈ bʲ i z̪ m ɨ
долбоёб,d̪ ə ɫ̪ b ɐ ˈ ɪ̯ j o̞ b ɨ
долбоёб,d̪ ə ɫ̪ b ɐ ˈ ɪ̯ j o̞ p
долбоёбище,д о л б о ё б и щ е
долбоёбище,д о л б о ё б и щ а
долбёжка,d̪ ɐ ɫ̪ ˈ bʲ ɵ ʂ kʲ ɪ
долбёжка,d̪ ɐ ɫ̪ ˈ bʲ ɵ ʂ k ə
долг,d ɐ ɫ̪ ˈ gʲ i
долг,d o̞ ɫ̪ k
долгоживущий,д о л г о ж и в у́ щ и е
долгоживущий,д о л г о ж и в у́ щ и й
долгота,д о л г о́ т ы
долгота,д о л г о т а́
должность,д о́ л ж н о с т и
должность,д о́ л ж н о с т ь
долина,d ɐ ˈ lʲ i n ə
долина,d ɐ ˈ lʲ i n ɨ
доломит,d ə l ɐ ˈ mʲ i t
доломит,d ə l ɐ ˈ mʲ i t ɨ
долото,d ɐ ˈ ɫ o t ə
долото,d ə ɫ ɐ ˈ t o
дольмен,d ɐ lʲ ˈ mʲ e n
дольмен,d ɐ lʲ ˈ mʲ e n ɨ
доля,д о́ л я
доля,д о́ л и
долёвка,d ɐ ˈ lʲ ɵ f kʲ ɪ
долёвка,d ɐ ˈ lʲ ɵ f k ə
дом,ˈ d o m
дом,d ɐ ˈ m a
домик,д о́ м и к и
домик,д о́ м и к
доминанта,d ə mʲ ɪ ˈ n a n t ə
доминанта,d ə mʲ ɪ ˈ n a n t ɨ
доминиканец,д о м и н и к а́ н ц ы
доминиканец,д о м и н и к а́ н е ц
доминиканка,д о м и н и к а́ н к и
доминиканка,д о м и н и к а́ н к а
доминирование,д о м и н и́ р о в а н и я
доминирование,д о м и н и́ р о в а н и е
домком,д о м к о́ м ы
домком,д о м к о́ м
домкрат,d ɐ m ˈ k r a t ɨ
домкрат,d ɐ m ˈ k r a t
домна,ˈ d o̞ m n ə
домна,ˈ d o̞ m n ɨ̞
домовой,d ə m ɐ ˈ v o j
домочадец,d ə m ɐ ˈ ʨ æ dʲ ɪ t s
домочадец,d ə m ɐ ˈ ʨ æ t s ɨ̞
донор,д о́ н о р ы
донор,д о́ н о р
доносчик,d ɐ ˈ n o ɕː ɪ kʲ ɪ
доносчик,d ɐ ˈ n o ɕː ɪ k
допамин,д о п а м и́ н
допамин,д о п а м и́ н ы
дополнение,д о п о л н е́ н и я
дополнение,д о п о л н е́ н и е
допрыгивание,д о п р ы́ г и в а н и е
допрыгивание,д о п р ы́ г и в а н и я
дорн,d o r n
дорн,ˈ d o r n ɨ
дорога,d ɐ ˈ r o̞ g ə
дорога,d ɐ ˈ r o̞ gʲ ɪ
дородство,d ə ˈ r o t s t v ə
доска,d̪ ɐ s̪ ˈ k a
доска,ˈ d̪ o̞ s̪ kʲ ɪ
доспех,d ɐ ˈ sʲ pʲ e xʲ ɪ
доспех,d ɐ ˈ sʲ pʲ e x
достаток,д о с т а́ т о к
достаток,д о с т а́ т к и
достоинство,d ɐ ˈ s t o ɪ n s t v ə
достопримечательность,д о с т о п р и м е ч а́ т е л ь н о с т и
достопримечательность,д о с т о п р и м е ч а́ т е л ь н о с т ь
дофамин,д о ф а м и́ н ы
дофамин,д о ф а м и́ н
доха,ˈ d o̞ xʲ ɪ
доха,d ɐ ˈ x ä
дохать,д о х а т ь
дохать,д о х а л и
дохулион,д о х у л и о́ н ы
дохулион,д о х у л и о́ н
дочеканивание,д о ч е к а́ н и в а н и е
дочеканивание,д о ч е к а́ н и в а н и я
дочь,д о ч ь
дочь,д о́ ч е р и
дошивание,д о ш и в а́ н и е
дошивание,д о ш и в а́ н и я
дошка,д о́ ш к и
дошка,д о́ ш к а
дошлифовка,д о ш л и ф о́ в к а
дошлифовка,д о ш л и ф о́ в к и
дояр,d ɐ ˈ j a r
дояр,d ɐ ˈ j a r ɨ
драгдилер,d r ɐ k ˈ dʲ i lʲ ɪ r
драгдилер,d r ɐ k ˈ dʲ i lʲ ɪ r ɨ
драгун,d r ɐ ˈ ɡ u n ɨ
драгун,d r ɐ ˈ ɡ u n
драка,д р а́ к и
драка,д р а́ к а
дракон,д р а к о́ н
дракон,д р а к о́ н ы
драма,д р а́ м а
драма,д р а́ м ы
драматург,д р а м а т у́ р г и
драматург,д р а м а т у́ р г
драматургесса,d̪ r ɐ m ɐ t̪ ʊ r ˈ ɡʲ e s̪ː ə
драматургесса,d̪ r ɐ m ɐ t̪ ʊ r ˈ ɡʲ e s̪ː ɨ
драммер,ˈ d r a mʲ ɪ r ɨ
драммер,ˈ d r a mʲ ɪ r
драндулет,д р а н д у л е́ т
драндулет,д р а н д у л е́ т ы
драник,ˈ d r a nʲ ɪ k
драник,ˈ d r a nʲ ɪ kʲ ɪ
драница,d̪ r ɐ ˈ nʲ i t͡ s ə
драница,d̪ r ɐ ˈ nʲ i t͡ s ɨ
драпиздон,д р а п и з д о́ н ы
драпиздон,д р а п и з д о́ н
драпиздончик,д р а п и з д о́ н ч и к
драпиздончик,д р а п и з д о́ н ч и к и
драпри,d r ɐ ˈ p rʲ i
драчун,д р а ч у́ н
драчун,д р а ч у́ н ы
драчунья,д р а ч у́ н ь я
драчунья,д р а ч у́ н ь и
драчёна,д р а ч ё н ы
драчёна,д р а ч ё н а
древесина,д р е в е с и́ н ы
древесина,д р е в е с и́ н а
древесиновед,д р е в е с ѝ н о в е́ д
древесиновед,д р е в е с ѝ н о в е́ д ы
древко,ˈ d rʲ e f k ə
древко,ˈ d rʲ e f kʲ ɪ
древность,д р е́ в н о с т и
древность,д р е́ в н о с т ь
дредноут,д р е д н о́ у т
дредноут,д р е д н о́ у т ы
дрек,ˈ d r ɛ kʲ ɪ
дрек,d r ɛ k
дрель,д р е́ л и
дрель,д р е л ь
дренаж,д р е н а́ ж
дренаж,д р е н а́ ж и
дресс-код,d̪ r ɛ ˈ s̪ k o d̪ ɨ
дресс-код,d̪ r ɛ ˈ s̪ k o t̪
дрил,ˈ d rʲ i l ɨ
дрил,d rʲ i l
дробина,d r ɐ ˈ bʲ i n ɨ
дробина,d r ɐ ˈ bʲ i n ə
дробь,ˈ d r o bʲ ɪ
дробь,d r o pʲ
дрога,ˈ d r o ɡʲ ɪ
дрога,d r ə ˈ ɡ a
дрожжевой,д р о ӂ ӂ е в ы́ е
дрожжевой,д р о ж ж е в о́ й
дрожжевой,д р о ӂ ӂ е в о́ й
дрожжевой,д р о ж ж е в ы́ е
дрозд,д р о з д ы́
дрозд,д р о з д
дромадер,д р о м а д е́ р ы
дромадер,д р о м а д е́ р
дрон,д р о н
дрон,д р о́ н ы
дротик,д р о́ т и к
дротик,д р о́ т и к и
дрофа,d r ɐ ˈ f a
дрофа,ˈ d r o f ɨ
дрочила,д р о ч и́ л ы
дрочила,д р о ч и́ л а
дрочилка,д р о ч и́ л к и
дрочилка,д р о ч и́ л к а
дрочка,д р о́ ч к а
дрочка,д р о́ ч к и
дрочёна,д р о ч ё́ н а
дрочёна,д р о ч ё́ н ы
друг,д р у з ь я́
друг,д р у г
другой,d r ʊ ˈ g o̞ j
другой,d r ʊ ˈ g i j ə
дружба,ˈ d r u ʐ b ɨ̞
дружба,ˈ d r u ʐ b ə
дружбан,д р у ж б а́ н
дружбан,д р у ж б а н ы́
друид,d r u ˈ i d ɪ
друид,d r u ˈ i t
дрызготня,d r ɨ z g ɐ t̻ ˈ nʲ i
дрызготня,d r ɨ z g ɐ t̻ ˈ nʲ æ
дрын,ˈ d r ɨ n ɨ
дрын,d r ɨ n
дрянцо,d̪ rʲ ɪ n̪ ˈ t͡ s ä
дрянцо,d̪ rʲ ɪ n̪ ˈ t͡ s o̞
дрянь,д р я́ н и
дрянь,д р я н ь
дрёма,д р ё м ы
дрёма,д р ё м а
дуб,d ʊ ˈ b ɨ
дуб,ˈ d u p
дубачка,d ʊ ˈ b a t͡ ɕ k ə
дубачка,d ʊ ˈ b a t͡ ɕ kʲ ɪ
дубина,d ʊ ˈ bʲ i n ə
дубина,d ʊ ˈ bʲ i n ɨ
дубль,d u b lʲ
дубль,ˈ d u b lʲ ɪ
дубляж,d ʊ b ˈ lʲ æ ʂ
дубляж,d ʊ b ˈ lʲ æ ʐ ɨ
дублёр,d ʊ ˈ b lʲ ɵ r ɨ
дублёр,d ʊ ˈ b lʲ ɵ r
дубовка,d ʊ ˈ b o f k ə
дубовка,d ʊ ˈ b o f kʲ ɪ
дубок,d ʊ p ˈ kʲ i
дубок,d ʊ ˈ b o k
дубочек,d ʊ ˈ b o t͡ ɕ kʲ ɪ
дубочек,d ʊ ˈ b o t͡ ɕ ɪ k
дубрава,d ʊ b ˈ r a v ə
дубрава,d ʊ b ˈ r a v ɨ
дуга,д у́ г и
дуга,д у г а́
дукат,d ʊ ˈ k a t ɨ
дукат,d ʊ ˈ k a t
дуло,ˈ d u ɫ ɐ
дуло,ˈ d u ɫ ə
дуля,ˈ d u lʲ ə
дуля,ˈ d u lʲ ɪ
дума,ˈ d u m ə
дума,ˈ d u m ɨ
думка,д у́ м к и
думка,д у́ м к а
дундук,d ʊ n ˈ d u k
дундук,d ʊ n d u ˈ kʲ i
дунька,д у́ н ь к а
дунька,д у́ н ь к и
дуплекс,ˈ d u p lʲ ɪ k s
дуплекс,ˈ d u p lʲ ɪ k s ɨ
дурак,d u ˈ r a k
дурак,d ʊ r ɐ ˈ kʲ i
дурень,ˈ d u rʲ ɪ nʲ
дурень,ˈ d u r nʲ ɪ
дуриан,d ʊ rʲ ɪ ˈ a n ɨ
дуриан,d ʊ rʲ ɪ ˈ a n
дурь,ˈ d u rʲ ɪ
дурь,d u rʲ
дурёха,d ʊ ˈ ɾʲ ɵ xʲ ɪ
дурёха,d ʊ ˈ ɾʲ ɵ x ə
дух,ˈ d u xʲ ɪ
дух,d u x
духовка,d u ˈ x o v k ɪ
духовка,d u ˈ x o v k ʌ
душ,д у ш
душ,д у́ ш и
душа,d ʊ ˈ ʂ a
душа,ˈ d u ʂ ɨ
душевладелец,д у̀ ш е в л а д е́ л ц ы
душевладелец,д у̀ ш е в л а д е́ л е ц
душевнобольной,d ʊ ʂ ɛ v n̪ ə b ɐ lʲ ˈ n̪ o̞ ɪ̯
душевнобольной,d ʊ ʂ ɛ v n̪ ə b ɐ lʲ ˈ n̪ ɨ ɪ̯ ə
душегубка,d ʊ ʂ ɨ ˈ g u p k ə
душегубка,d ʊ ʂ ɨ ˈ g u p kʲ ɪ
душенька,ˈ d u ʂ ɨ nʲ k ə
душенька,ˈ d u ʂ ɨ nʲ kʲ ɪ
душица,d ʊ ˈ ʂ ɨ̟ t s ɨ̞
душица,d ʊ ˈ ʂ ɨ̟ t s ə
душка,ˈ d u ʂ kʲ ɪ
душка,ˈ d u ʂ k ə
душман,d ʊ ˈ ʂ m a n
душман,d ʊ ˈ ʂ m a n ɨ
душок,d̪ ʊ ʂ ˈ kʲ i
душок,d̪ ʊ ˈ ʂ o k
дуэль,д у э́ л и
дуэль,д у э́ л ь
дуэлянт,d ʊ ɪ ˈ lʲ æ n t
дуэлянт,d ʊ ɪ ˈ lʲ æ n t ɨ
дуэт,д у э́ т
дуэт,д у э́ т ы
дыба,ˈ d ɨ b ə
дым,d̪ ɨ m
дым,d̪ ɨ ˈ m ɨ
дынька,ˈ d ɨ nʲ k ɑ
дынька,ˈ d ɨ nʲ k ɪ
дыня,д ы́ н и
дыня,д ы́ н я
дыра,д ы́ р ы
дыра,д ы р а́
дырокол,d ɨ r ɐ ˈ k o ɫ ɨ
дырокол,d ɨ r ɐ ˈ k o ɫ
дых,д ы́ х и
дых,д ы х
дыхание,д ы х а́ н и я
дыхание,д ы х а́ н и е
дыхло,ˈ d ɨ h ɫ ə
дышло,ˈ d ɨ ʂ ɫ ə
дьявол,д ь я́ в о л
дьявол,д ь я́ в о л ы
дьякон,ˈ dʲ æ k ə n ɨ
дьякон,ˈ dʲ æ k ə n
дюгонь,д ю г о́ н и
дюгонь,д ю г о́ н ь
дюжина,д ю́ ж и н ы
дюжина,д ю́ ж и н а
дюна,ˈ dʲ ʉ n ɨ
дюна,ˈ dʲ ʉ n ə
дюралюминий,dʲ ʉ r ə lʲ lʲ ʉ ˈ mʲ i nʲ ɪː
дюралюминий,dʲ ʉ r ə lʲ lʲ ʉ ˈ mʲ i nʲ ɪ ɪ̯
дядька,д я́ д ь к и
дядька,д я́ д ь к а
дядя,д я́ д и
дядя,д я́ д я
дятел,ˈ dʲ æ tʲ ɪ ɫ
дятел,ˈ dʲ æ t ɫ ɨ
дёрн,ˈ dʲ ɵ r n ɨ
дёрн,dʲ ɵ r n
ебало,е б а́ л о
ебало,е б а́ л а
ебальник,е б а́ л ь н и к
ебальник,е б а́ л ь н и к и
ебальничек,е б а́ л ь н и ч к и
ебальничек,е б а́ л ь н и ч е к
ебан,е б а́ н
ебанатик,ɪ̯ j ɪ b ɐ ˈ n̪ ä tʲ ɪ k
ебанатик,ɪ̯ j ɪ b ɐ ˈ n̪ ä tʲ ɪ kʲ ɪ
ебаноид,е б а н о́ и д
ебаноид,е б а н о́ и д ы
ебеня,j ɪ bʲ ɪ ˈ nʲ æ
ебеня,j ɪ bʲ ɪ ˈ nʲ i
еблан,j ɪ ˈ b ɫ̪ ä n̪
еблан,j ɪ ˈ b ɫ̪ ä n̪ ɨ
еблец,ɪ̯ j ɪ ˈ b lʲ e t͡ s
еблец,ɪ̯ j ɪ b lʲ ɪ ˈ t͡ s ɨ
ебло,ˈ j o̞ b ɫ̪ ə
ебло,j ɪ ˈ b ɫ̪ ä
ебло,j ɪ ˈ b ɫ̪ o̞
ебля,ˈ j ɛ b lʲ ɪ
ебля,ˈ j ɛ b lʲ ə
ебота,ˈ ˈ ɪ ˈ b o̞ t̪ ɨ ˈ ˈ
ебота,ɪ̯ ɪ b ɐ ˈ t̪ ä
евгеника,j ɪ v ˈ ɡʲ e nʲ ɪ kʲ ɪ
евгеника,j ɪ v ˈ ɡʲ e nʲ ɪ k ə
евнух,ˈ j e v n ʊ x
евнух,ˈ j e v n ʊ xʲ ɪ
еврей,е в р е́ и
еврей,е в р е́ й
евроинтеграция,ˌ j e v r ə ɨ n̪ t ɛ ˈ g r a t͡ s ɨ ɪ
евроинтеграция,ˌ j e v r ə ɨ n̪ t ɛ ˈ g r a t͡ s ɨ j ə
европеец,е в р о п е́ е ц
европеец,е в р о п е́ й ц ы
европеизация,е в р о п е и з а́ ц и я
европеизация,е в р о п е и з а́ ц и и
европейка,j ɪ v r ɐ ˈ pʲ e ɪ̯ kʲ ɪ
европейка,j ɪ v r ɐ ˈ pʲ e ɪ̯ k ə
европеянин,j ɪ v r ɐ ˈ pʲ e ɪ̯ ə nʲ ɪ
европеянин,j ɪ v r ɐ ˈ pʲ e ɪ̯ ə nʲ ɪ n̪
европеянка,j ɪ v r ɐ ˈ pʲ e ɪ̯ ɪ n̪ k ə
европеянка,j ɪ v r ɐ ˈ pʲ e ɪ̯ ɪ n̪ kʲ ɪ
европий,е в р о́ п и й
европий,е в р о́ п и и
евхаристия,j ɪ f x ɐ ˈ rʲ i sʲ tʲ ɪ j ɪ
евхаристия,j ɪ f x ɐ ˈ rʲ i sʲ tʲ ɪ j ə
егозливый,е г о з л и́ в ы е
егозливый,е г о з л и́ в ы й
егэшник,j ɪ ˈ ɡ ɛ ʂ nʲ ɪ k
егэшник,j ɪ ˈ ɡ ɛ ʂ nʲ ɪ kʲ ɪ
егэшница,j ɪ ˈ ɡ ɛ ʂ nʲ ɪ t͡ s ə
егэшница,j ɪ ˈ ɡ ɛ ʂ nʲ ɪ t͡ s ɨ
единение,j ɪ dʲ ɪ ˈ nʲ e nʲ j ə
единица,е д и н и́ ц ы
единица,е д и н и́ ц а
единобожие,е д и н о б о́ ж и е
единобожие,е д и н о б о́ ж и я
единомышленница,j ɪ dʲ ɪ n ɐ ˈ m ɨ ʂ lʲ ɪ nʲː ɪ t s ə
единомышленница,j ɪ dʲ ɪ n ɐ ˈ m ɨ ʂ lʲ ɪ nʲː ɪ t s ɨ
единоначальник,е д и н о н а ч а́ л ь н и к и
единоначальник,е д и н о н а ч а́ л ь н и к
единообразие,j ɪ dʲ ɪ n ə ɐ b ˈ r ɑ zʲ ɪ j ə
единорог,j ɪ dʲ ɪ n ɐ ˈ r o ɡʲ ɪ
единорог,j ɪ dʲ ɪ n ɐ ˈ r o k
едок,j ɪ ˈ d o k
едок,j ɪ d ɐ ˈ kʲ i
