headword,pronunciation
conformazione,k o n f o r m a t ˈ t s j o n e
conforme,k o n ˈ f o r m e
conformista,k o n f o r ˈ m i s t a
conformità,k o ŋ f o r m i ˈ t a
confortare,k o n f o r ˈ t a r e
conforto,k o n ˈ f ɔ r t o
confrontare,k o n f r o n ˈ t a r e
confronto,k o n ˈ f r o n t o
confusione,k o ŋ f u ˈ z j o n e
confuso,k o n ˈ f u z o
confutare,k o ŋ f u ˈ t a r e
congelabile,k o n d ʒ e ˈ l a b i l e
congelamento,k o ŋ d ʒ e l a ˈ m e n t o
congelare,k o ŋ d ʒ e ˈ l a r e
congelato,k o ŋ d ʒ e l a ˈ t o
congenito,k o n ˈ d ʒ ɛ n i t o
congettura,k o ŋ d ʒ e t ˈ t u r a
congetturare,k o ŋ d ʒ e t t u ˈ r a r e
congiungere,k o n ˈ d ʒ u ŋ d ʒ e r e
congiuntivo,k o ŋ d ʒ u n ˈ t i v o
congiunto,k o n d ˈ ʒ u n t o
congiunzione,k o n d ʒ u n ˈ t s j o n e
congiura,k o n ˈ d ʒ u r a
conglomerato,k o ŋ g l o m e ˈ r a t o
congratularsi,k o ŋ g r a t u ˈ l a r s i
congratulazione,k o ŋ g r a t u l a ˈ t s j o n e
congresso,k o n ˈ g r ɛ s s o
congruenti,k o ŋ g r u ˈ ɛ n t i
conguagliare,k o ŋ g w a ʎ ˈ ʎ a r e
conguaglio,k o n ˈ g w a ʎ ʎ o
coniare,k o ˈ n j a r e
coniata,k o ˈ n j a t a
coniglia,k o ˈ n i ʎ ʎ a
coniglio,k o ˈ n i ʎ ʎ o
coniugazione,k o n j u g a ˈ t s j o n e
coniuge,ˈ k ɔ n j u d ʒ e
connaturale,k o n n a t u ˈ r a l e
connessione,k o n n e s ˈ s j o n e
connesso,k o n ˈ n e s s o
connesso,k o n ˈ n ɛ s s o
connivenza,k o n n i ˈ v ɛ n t s a
connotato,k o n n o ˈ t a t o
connubio,k o n ˈ n u b j o
cono,ˈ k ɔ n o
conoscenza,k o n o ʃ ˈ ʃ ɛ n t s a
conoscere,k o ˈ n o ʃ ʃ e r e
conoscitivo,k o n o ʃ ʃ i ˈ t i v o
conoscitore,k o n o ʃ ʃ i ˈ t o r e
conquistare,k o ŋ k w i ˈ s t a r e
consacrare,k o n s a ˈ k r a r e
consacrazione,k o n s a k r a ˈ t s j o n e
consanguineo,k o n s a n ˈ g w i n e o
consapevole,k o n s a ˈ p e v o l e
consapevolezza,k o n s a p e v o ˈ l e t t s a
consciamente,k ɔ n ʃ ʃ a ˈ m e n t e
consecutivo,k o n s e k u ˈ t i v o
consegna,k o n ˈ s e ɲ ɲ a
conseguente,k o n s e ˈ g w ɛ n t e
conseguenza,k o n s e ˈ g w ɛ n t s a
consenso,k o n ˈ s ɛ n s o
consensuale,k o n s e n s u ˈ a l e
consentire,k o n s e n ˈ t i r e
consenziente,k o n s e n ˈ t s j ɛ n t e
conservatore,k o n s e r v a ˈ t o r e
conservatori,k o n s e r v a ˈ t o r i
conservatorismo,k o n s e r v a t o ˈ r i z m o
conservazione,k o n s e r v a ˈ t s j o n e
considerare,k o n s i d e ˈ r a r e
considerazione,k o n s i d e r a ˈ t s j o n e
considerevole,k o n s i d e ˈ r e v o l e
consigliere,k o n s i ʎ ˈ ʎ ɛ r e
consiglio,k o n ˈ s i ʎ ʎ o
consiliare,k o n s i ˈ l j a r e
consistenza,k o n s i ˈ s t ɛ n t s a
consolare,k o n s o ˈ l a r e
consolazione,k o n s o l a ˈ t s j o n e
consolidamento,k o n s o l i d a ˈ m e n t o
consonanza,k o n s o ˈ n a n t s a
consorzio,k o n ˈ s ɔ r t s j o
conspecifico,k o n s p e ˈ t ʃ i f i k o
constatare,k o n s t a ˈ t a r e
consueto,k o n s u ˈ ɛ t o
consultare,k o n s u l ˈ t a r e
consultazione,k o n s u l t a ˈ t s j o n e
consumare,k o n s u ˈ m a r e
consumato,k o n s u ˈ m a t o
consumo,k o n ˈ s u m o
conta,ˈ k o n t a
contabile,k o n ˈ t a b i l e
contabilità,k o n t a b i l i ˈ t a
contachilometri,k o n t a k i ˈ l ɔ m e t r i
contagiare,k o n t a ˈ d ʒ a r e
contagio,k o n ˈ t a d ʒ o
contaminare,k o n t a m i ˈ n a r e
contaminazione,k o n t a m i n a ˈ t s j o n e
contanti,k o n ˈ t a n t i
contatore,k o n t a ˈ t o r e
contatto,k o n ˈ t a t t o
conte,ˈ k o n t e
contea,k o n ˈ t ɛ a
contegno,k o n ˈ t e ɲ ɲ o
contemplare,k o n t e m ˈ p l a r e
contemplativo,k o n t e m p l a ˈ t i v o
contemplazione,k o n t e m p l a ˈ t s j o n e
contemporaneizzazione,k o n t e m p o r a n e i d d͡ z a t ˈ t͡ s j o n e
contendere,k o n ˈ t ɛ n d e r e
contentezza,k o n t e n ˈ t e t t s a
contenuto,k o n t e ˈ n u t o
contesa,k o n ˈ t e z a
contestazione,k o n t e s t a ˈ t s j o n e
contestuale,k o n t e s t u ˈ a l e
contiguo,k o n ˈ t i g w o
continente,k o n t i ˈ n ɛ n t e
contingente,k o n t i n ˈ d ʒ ɛ n t e
continuativamente,k o n t i n w a t i v a ˈ m e n t e
continuativo,k o n t i n w a ˈ t i v o
continuazione,k o n t i n w a ˈ t s j o n e
continuità,k o n t i n w i ˈ t a
continuo,k o n ˈ t i n w o
conto,k o n t o
contorno,k o n ˈ t o r n o
contraccolpo,k o n t r a k ˈ k o l p o
contraddire,k o n t r a d ˈ d i r e
contraddistinguere,k o n t r a d d i ˈ s t i n g w e r e
contraddistinto,k o n t r a d d i s ˈ t i n t o
contraddittorio,k o n t r a d d i t ˈ t ɔ r j o
contraddizione,k o n t r a d d i ˈ t s j o n e
contraffare,k o n t r a f ˈ f a r e
contrafforte,k o n t r a f ˈ f ɔ r t e
contralto,k o n ˈ t r a l t o
contrappeso,k o n t r a p ˈ p e s o
contrapposizione,k o n t r a p p o z i ˈ t s j o n e
contrarietà,k o n t r a r j e ˈ t a
contrario,k o n ˈ t r a r j o
contrassegnare,k o n t r a s s e ˈ ɲ ɲ a r e
contrassegno,k o n t r a s ˈ s e ɲ ɲ o
contrastare,k o n t r a ˈ s t a r e
contrastato,k o n t r a ˈ s t a t o
contrattaccare,k o n t r a t t a k ˈ k a r e
contrattacco,k o n t r a t ˈ t a k k o
contrattazione,k o n t r a t t a ˈ t s j o n e
contratto,k o n ˈ t r a t t o
contrattuale,k o n t r a t t u ˈ a l e
contravventare,k o n t r a v v ɛ n ˈ t a r e
contravvento,k o n t r a v ˈ v ɛ n t o
contravvenzione,k o n t r a v v e n ˈ t s j o n e
contribuire,k o n t r i b u ˈ i r e
contributo,k o n t r i ˈ b u t o
contribuzione,k o n t r i b u ˈ i r e
contrito,k o n ˈ t r i t o
controesame,k o n t r o e ˈ z a m e
controfigura,k o n t r o f i ˈ g u r a
controllare,k o n t r o l ˈ l a r e
controllo,k o n ˈ t r ɔ l l o
controparte,k o n t r o ˈ p a r t e
contropiede,k o n t r o ˈ p j ɛ d e
controproducente,k o n t r o p r o d u ˈ t ʃ ɛ n t e
controsensi,k o n t r o ˈ z ɛ n s i
controsenso,k o n t r o ˈ z ɛ n s o
controspionaggio,k o n t r o s p j o ˈ n a d d ʒ o
controventare,k o n t r o v ɛ n ˈ t a r e
controvento,k o n t r o ˈ v ɛ n t o
controversia,k o n t r o ˈ v ɛ r s j a
controvoglia,k o n t r o ˈ v ɔ ʎ ʎ a
convalida,k o n ˈ v a l i d a
convalidare,k o n v a l i ˈ d a r e
convalidarsi,k o n v a l i ˈ d a r s i
conveniente,k o n v e ˈ n j ɛ n t e
convenientemente,k o n v e n j ɛ n t e ˈ m e n t e
convenienti,k o n v e ˈ n j ɛ n t i
convenzione,k o n v e n ˈ t s j o n e
convergenza,k o n v e r ˈ d ʒ ɛ n t s a
conversare,k o n v e r ˈ s a r e
convertire,k o n v e r ˈ t i r e
convertitore,k o n v e r t i ˈ t o r e
convincere,k o n ˈ v i n t ʃ e r e
convivenza,k o n v i ˈ v ɛ n t s a
convivere,k o n ˈ v i v e r e
convocazione,k o n v o k a ˈ t s j o n e
convoglio,k o n ˈ v ɔ ʎ ʎ o
cool,k uː l
cooperativa,k o o p e r a ˈ t i v a
cooperativismo,k o o p e r a t i ˈ v i z m o
cooperativo,k o o p e r a ˈ t i v o
cooperazione,k o o p e r a ˈ t s j o n e
coordinare,k o o r d i ˈ n a r e
coordinazione,k o o r d i n a ˈ t s j o n e
copernicio,k o p e r ˈ n i t ʃ o
copernicio,k o p e r ˈ n iː t ʃ o
coperta,k o ˈ p ɛ r t a
copertina,k o p e r ˈ t i n a
copertone,k o p e r ˈ t o n e
copia,ˈ k ɔ p j a
copiare,k o ˈ p j a r e
copiatore,k o p j a ˈ t o r e
copiosità,k o p j o s i ˈ t a
copioso,k o ˈ p j o z o
copisteria,k o p i s t e ˈ r i a
coppia,ˈ k o p p j a
coppia,ˈ k ɔ p p j a
copra,ˈ k ɔ p r a
copricapi,k o p r i ˈ k a p i
copricapo,k o p r i ˈ k a p o
coraggio,k o ˈ r a d d ʒ o
coraggioso,k o r a d ˈ d ʒ o z o
coramella,k o r a ˈ m ɛ l l a
corazza,k o ˈ r a t t s a
corbelleria,k o r b e l l e ˈ r i a
corda,ˈ k ɔ r d a
cordiale,k o r ˈ d j a l e
cordolo,ˈ k ɔ r d o l o
coreano,k o r e ˈ a n o
coreografia,k o r e o g r a ˈ f i a
coreografo,k o r e ˈ ɔ g r a f o
cormorano,k o r m o ˈ r a n o
cornamusa,k o r n a ˈ m u z a
corner,ˈ k ɔ r n e r
cornetto,k o r ˈ n e t t o
cornicione,k o r n i ˈ t ʃ o n e
cornico,ˈ k ɔ m i k o
corno,ˈ k ɔ r n o
cornucopia,k o r n u ˈ k ɔ p j a
cornuto,k o r ˈ n u t o
coro,ˈ k ɔ r o
corolla,k o ˈ r ɔ l l a
corollario,k o r o l ˈ l a r j o
corona,k o ˈ r o n a
coronamento,k o r o n a ˈ m e n t o
corpo,ˈ k ɔ r p o
corporazione,k o r p o r a ˈ t s j o n e
corporeità,k o r p o r e i ˈ t a
corporeo,k o r ˈ p ɔ r e o
corpulento,k o r p u ˈ l ɛ n t o
corpuscolare,c o r p u s c u l a r e
corredo,k o r ˈ r ɛ d o
correggere,k o r ˈ r ɛ d d ʒ e r e
correggia,k o r ˈ r e d d ʒ a
correggiato,k o r r e d ˈ d ʒ a t o
correggiolo,k o r r e d ˈ d ʒ ɔ l o
correlatore,k o r e l a ˈ t o r e
corrente,k o r ˈ r ɛ n t e
correo,ˈ k ɔ r r e o
correo,k o r ˈ r ɛ o
correre,ˈ k o r r e r e
corresponsione,k o r r e s p o n ˈ s j o n e
correttivo,k o r r e t ˈ t i v o
corridoio,k o r r i ˈ d o j o
corriere,k o r ˈ r j ɛ r e
corrispondente,k o r r i s p o n ˈ d ɛ n t e
corrispondere,k o r r i s ˈ p o n d e r e
corrivo,k o r ˈ r i v o
corrotto,k o r ˈ r o t t o
corrucciato,k o r r u t ˈ t ʃ a t o
corruttore,k o r r u t ˈ t o r e
corruzione,k o r r u ˈ t s j o n e
corsa,ˈ k o r s a
corte,ˈ k o r t e
corteccia,k o r ˈ t e t t ʃ a
corteggiamento,k o r t e d d ʒ a ˈ m e n t o
corteggiare,k o r t e d ˈ d ʒ a r e
corteo,k o r ˈ t ɛ o
cortese,k o r ˈ t e z e
cortesia,k o r t e ˈ z i a
cortina,k o r ˈ t i n a
corto,ˈ k o r t o
cortocircuito,k o r t o t ʃ i r ˈ k u i t o
cortometraggio,k o r t o m e ˈ t r a d d ʒ o
corvetta,k o r ˈ v e t t a
corvo,ˈ k ɔ r v o
cosa,ˈ k ɔ z a
cosa,ˈ k ɔ s a
coscia,ˈ k ɔ ʃ ʃ a
cosciente,k o ʃ ˈ ʃ ɛ n t e
coscienza,k o ʃ ˈ ʃ ɛ n t s a
cose,ˈ k ɔ s e
cose,ˈ k ɔː s e
cosentino,k o s e n ˈ t i n o
cosentino,k o z e n ˈ t i n o
cosi,ˈ k ɔ s i
cosi,ˈ k ɔː s i
cosiddetto,k o s i ˈ d e t o
cosmetico,k o ˈ z m ɛ t i k o
cosmo,ˈ k ɔ z m o
cosmogonia,k o z m o g o ˈ n i a
cosmografia,k o z m o g r a ˈ f i a
cosmologia,k o z m o l o ˈ d ʒ i a
cosmonauta,k o z m o ˈ n a u t a
cosmopolita,k o z m o ˈ p ɔ l i t a
cosmopolita,k o z m o p o ˈ l i t a
cosmopolitismo,k o z m o p o l i ˈ t i z m o
coso,ˈ k ɔ s o
coso,ˈ k ɔː s o
cospicuo,k o ˈ s p i k w o
cospirazione,k o s p i r a t ˈ t s j o n e
costa,ˈ k ɔ s t a
costante,k o ˈ s t a n t e
costanza,k o ˈ s t a n t s a
coste,ˈ k ɔ s t e
costellazione,k o s t e l l a ˈ t s j o n e
costernare,k o s t e r ˈ n a r e
costernazione,k o s t e r n a ˈ t s j o n e
costipazione,k o s t i p a ˈ t s j o n e
costituire,k o s t i t u ˈ i r e
costituzionale,k o s t i t u t s j o ˈ n a l e
costituzione,k o s t i t u ˈ t s j o n e
costo,ˈ k ɔ s t o
costola,ˈ k ɔ s t o l a
costoso,k o ˈ s t o z o
costringere,k o ˈ s t r i ŋ d ʒ e r e
costrittivo,k o s t r i t ˈ t i v o
costrizione,k o s t r i ˈ t s j o n e
costruire,k o s ˌ t r u ˈ iː r e
costruttivo,k o s t r u t ˈ t i v o
costruzione,k o s ˈ t r u ˌ t s j ɔː n e
costume,k o ˈ s t u m e
costì,k o ˈ s t i
cosà,k o ˈ s a
così,k o ˈ s i
cosí,k o ˈ s i
cotangente,k o t a n ˈ d ʒ ɛ n t e
cotechino,k o t e ˈ k i n o
cotiledone,k o t i ˈ l ɛ d o n e
cotiledoni,k o t i ˈ l ɛ d o n i
cotillon,k o ˈ t i l l o n
cotoletta,k o t o ˈ l e t t a
cotto,ˈ k ɔ t t o
country,ˈ k a u̯ n t r i
coupon,k u p ɔ̃
cover,ˈ k ɔ v e r
covo,ˈ k o v o
cozza,ˈ k ɔ t t s a
crampo,ˈ k r a m p o
cranico,k r a n i k o
cranio,ˈ k r a n j o
crapula,ˈ k r a p u l a
crauti,ˈ k r a w t i
cravatta,k r a ˈ v a t t a
creanza,k r e ˈ a n t s a
creare,k r e ˈ a r e
creatinfosfato,k r e a t i n f o s ˈ f a t o
creatura,k r e a ˈ t u r a
creazione,k r e a ˈ t s j o n e
creazionismo,k r e a t t s j o ˈ n i z m o
credenza,k r e ˈ d ɛ n t s a
credere,ˈ k r e d e r e
creditore,k r e d i ˈ t o r e
credo,ˈ k r ɛ d o
credulone,k r e d u ˈ l o n e
cremagliera,k r e m a ʎ ˈ ʎ ɛ r a
crematorio,k r e m a ˈ t ɔ r j o
cremazione,k r e m a ˈ t s j o n e
cremisi,ˈ k r ɛ m i z i
crene,ˈ k r e n e
creola,ˈ k r ɛ o l a
creola,ˈ k r ɛː o l a
creole,ˈ k r ɛː o l e
creole,ˈ k r ɛ o l e
creoli,ˈ k r ɛ o l i
creoli,ˈ k r ɛː o l i
creolo,ˈ k r ɛː o l o
creolo,ˈ k r ɛ o l o
crepitio,k r e p i ˈ t i o
crepuscolare,k r e p u s k o ˈ l a r e
crepuscolo,k r e ˈ p u s k o l o
crescere,ˈ k r e ʃ ʃ e r e
crescita,ˈ k r e ʃ ʃ i t a
cresima,ˈ k r e z i m a
cresimare,k r e z i ˈ m a r e
cretacico,k r e ˈ t a t ʃ i k o
cretina,k r e ˈ t i n a
cretine,k r e ˈ t i n e
cretini,k r e ˈ t i n i
cretino,k r e ˈ t i n o
cric,k r i k
cricca,ˈ k r i k k a
criceto,k r i ˈ t ʃ e t o
criceto,k r i ˈ t ʃ ɛ t o
criminalità,k r i m i n a l i ˈ t a
crimine,ˈ k r i m i n e
criminogeno,k r i m i ˈ n ɔ d ʒ e n o
criminoso,k r i m i ˈ n o z o
criminoso,k r i m i ˈ n o s o
crinale,k r i ˈ n a l e
criogenia,k r i o d ʒ e ˈ n i a
cripta,ˈ k r i p t a
cripto,ˈ k r i p t o
crisalide,k r i ˈ z a l i d e
crisi,ˈ k r i z i
cristadelfiano,k r i s t a d e l f i ˈ a n o
cristallizzazione,k r i s t a l l i d d z a ˈ t s j o n e
cristallo,k r i s ˈ t a l l o
cristianesimo,k r i s t j a ˈ n e z i m o
cristiano,k r i ˈ s t j a n o
criterio,k r i ˈ t ɛ r j o
criticare,k r i t i ˈ k a r e
critico,ˈ k r i t i k o
crittografia,k r i t t o g r a ˈ f i a
crocchetta,k r o k ˈ k e t t a
crocchia,ˈ k r ɔ k k j a
crocchio,ˈ k r ɔ k k j o
croce,ˈ k r o t ʃ e
crocevia,k r o t ʃ e ˈ v i a
crociata,k r o ˈ t ʃ a t a
crociato,k r o ˈ t ʃ a t o
crogiolarsi,k r o d ʒ o ˈ l a r s i
crogiolo,k r o ˈ d ʒ ɔ l o
crollato,k r o l ˈ l a t o
crollo,ˈ k r ɔ l l o
cromare,k r o ˈ m a r e
crominanza,k r ɔ m i ˈ n a n t s a
crominanze,k r ɔ m i ˈ n a n t s e
cromo,ˈ k r ɔ m o
cromosoma,k r o m o ˈ z ɔ m a
cronaca,ˈ k r o n a k a
cronico,ˈ k r ɔ n i k o
cronologia,k r o n o l o ˈ d ʒ i a
cronometro,k r o ˈ n ɔ m e t r o
cronotassi,k r ɔ n o ˈ t a s s i
cronotopo,k r o ˈ n ɔ t o p o
crosta,ˈ k r ɔ s t a
crostaceo,k r o ˈ s t a t ʃ e o
cruccio,ˈ k r u t t ʃ o
cruciale,k r u ˈ t ʃ a l e
cruciverba,k r u t ʃ i ˈ v ɛ r b a
crudele,k r u ˈ d ɛ l e
crudeltà,k r u d e l ˈ t a
crudismo,c r u d i z m o
cruenta,k r u ˈ ɛ n t a
cruente,k r u ˈ ɛ n t e
cruenti,k r u ˈ ɛ n t i
cruento,k r u ˈ ɛ n t o
crumiro,k r u ˈ m i r o
cruna,ˈ k r u n a
cruscotto,k r u ˈ s k ɔ t t o
cubatura,k u b a ˈ t u r a
cubico,ˈ k u b i k o
cubismo,k u ˈ b i z m o
cubito,ˈ k u b i t o
cubo,ˈ k u b o
cuccare,k u k ˈ k a r e
cucchiaio,k u k ˈ k j a j o
cucciolo,ˈ k u t t ʃ o l o
cucina,k u ˌ t ʃ iː n a
cucire,k u ˈ t ʃ i r e
cucitura,k u t ʃ i ˈ t u r a
cuculo,k u ˈ k u l o
cucù,k u ˈ k u
cuffia,ˈ k u f f j a
cuffie,ˈ k u f f j e
cugino,k u ˈ d ʒ i n o
cui,k u j
culaccio,k u ˈ l a t t ʃ o
culatello,k u l a ˈ t ɛ l l o
culbianco,k u l ˈ b j a ŋ k o
culinaria,k u l i ˈ n a r j a
culinario,ˈ k u l i ˈ n a r j o
culla,ˈ k u l l a
cullare,k u l ˈ l a r e
culo,ˈ k u l o
cultura,k u l ˈ t u r a
culturale,k u l t u ˈ r a l e
culturismo,k u l t u ˈ r i z m o
cuneo,ˈ k u n e o
cunicoli,k u ˈ n i k o l o
cunicolo,k u ˈ n i k o l o
cuocere,ˈ k w ɔ t ʃ e r e
cuochi,ˈ k w ɔ k i
cuoco,ˈ k w ɔ k o
cuoio,ˈ k w ɔ j o
cuore,ˈ k w ɔː r e
cuori,ˈ k w ɔ r i
cupidigia,k u p i ˈ d i d ʒ a
cuprifero,k u ˈ p r i f e r o
cura,ˈ k u r a
curabile,k u ˈ r a b i l e
curatela,k u r a ˈ t ɛ l a
curatore,k u r a ˈ t o r e
curculione,k u r k u ˈ l j o n e
curcuma,ˈ k u r k u m a
curdo,ˈ k u r d o
curialesco,k u r j a ˈ l e s k o
curio,ˈ k u r j o
curiosamente,k u r j o z a ˈ m e n t e
curiosità,k u r j o z i ˈ t a
curioso,k u ˈ r j o z o
curling,ˈ k u r l i ŋ g
curling,ˈ k ɜː ɹ l ɪ ŋ
curva,ˈ k u r v a
curvatura,k u r v a ˈ t u r a
cuscino,k u ʃ ˈ ʃ i n o
custodia,k u ˈ s t ɔ d j a
custodire,k u s t o ˈ d i r e
dacia,ˈ d a t ʃ a
dadaismo,d a d a ˈ i z m o
dado,ˈ d a d o
dagherrotipia,d a g h e r r o t i ˈ p i a
daino,ˈ d a i n o
daltonismo,d a l t o ˈ n i z m o
dama,ˈ d a m a
damasco,d a ˈ m a s k o
damerino,d a m e ˈ r i n o
damigella,d a m i ˈ d ʒ ɛ l l a
damigiana,d a m i ˈ d ʒ a n a
dannazione,d a n n a ˈ t s j o n e
danno,ˈ d aː n n o
danza,ˈ d a n t s a
dare,ˈ d a r e
darvinismo,d a r v i ˈ n i z m o
darwinismo,d a r v i ˈ n i z m o
data,ˈ d a t a
database,d a t a ˈ b a z e
datazione,d a t a ˈ t s j o n e
dato,ˈ d a t o
dattilografare,d a t t i l o g r a ˈ f a r e
dattiloscrivere,d a t t i l o s ˈ k r i v e r e
davvero,d a v ˈ v e r o
dazio,ˈ d a t s j o
dea,ˈ d ɛ a
deambulare,d e a m b u ˈ l a r e
debacle,d e ˈ b a k l
debito,ˈ d e b i t o
debitore,d e b i ˈ t o r e
debole,ˈ d e b o l e
debolezza,d e b o ˈ l e t t s a
debordare,d e b o r ˈ d a r e
debosciato,d e b o ʃ ˈ ʃ a t o
debutto,d e ˈ b u t t o
decadenza,d e k a ˈ d ɛ n t s a
decadimento,d e k a d i ˈ m e n t o
decaedro,d e k a ˈ ɛ d r o
decametro,d e ˈ k a m e t r o
decano,d e ˈ c a n o
decantazione,d e k a n t a ˈ t s j o n e
decapitare,d e k a p i ˈ t a r e
decapitazione,d e k a p i t a ˈ t s j o n e
decarbossilazione,d e k a r b o s i l a ˈ t s j o n e
decatissaggio,d e k a t i s ˈ s a d d ʒ o
decatizzare,d e k a t i d ˈ d z a r e
decenne,d e ˈ t ʃ ɛ n n e
decennio,d e ˈ t ʃ ɛ n n j o
decente,d e ˈ t ʃ ɛ n t e
decenti,d e ˈ t ʃ ɛ n t i
decentramento,d e t ʃ e n t r a ˈ m e n t o
decesso,d e ˈ t ʃ ɛ s s o
deciduo,d e ˈ t ʃ i d u o
decima,ˈ d ɛ t ʃ i m a
decimetro,d e ˈ t ʃ i m e t r o
decimo,ˈ d ɛ t ʃ i m o
decisione,d e t ʃ i ˈ z j o n e
decisivo,d e t ʃ i ˈ z i v o
declaratoria,d e k l a r a ˈ t ɔ r j a
declinazione,d e k l i n a ˈ t s j o n e
declino,d e ˈ k l i n o
decollare,d e k o l ˈ l a r e
decomposizione,d e k o m p o z i t ˈ t s j o n e
decoro,d e ˈ k ɔ r o
decumano,d e k u ˈ m a n o
dedalo,ˈ d ɛ d a l o
dedica,d ɛ d i k a
dedito,ˈ d ɛ d i t o
dedizione,d e d i t ˈ t s j o n e
dedurre,d e ˈ d u r r e
deduttivo,d e d u t ˈ t i v o
deduzione,d e d u ˈ t s j o n e
defecare,d e f e ˈ k a r e
defecazione,d e f e k a ˈ t s j o n e
defenestrare,d e f e n e ˈ s t r a r e
deferenza,d e f e ˈ r ɛ n t s a
defezione,d e f e ˈ t s j o n e
deficiente,d e f i ˈ t ʃ ɛ n t e
deficit,ˈ d e f i t ʃ i t
definire,d e f i ˈ n i r e
definitivo,d e f i n i ˈ t i v o
definizione,d e f i n i ˈ t s j o n e
deflorare,d e f l o ˈ r a r e
deformabile,d e f o r ˈ m a b i l e
deformazione,d e f o r m a ˈ t s j o n e
deforme,d e ˈ f o r m e
degenerativo,d e d ʒ e n e r a ˈ t i v o
degradabile,d e g r a ˈ d a b i l e
degrado,d e ˈ g r a d o
deiezione,d e j e ˈ t s j o n e
delazione,d e l a ˈ t s j o n e
delegare,d e l e ˈ g a r e
delegazione,d e l e g a ˈ t s j o n e
deleterio,d e l e ˈ t ɛ r j o
delfino,d e l ˈ f i n o
deliberare,d e l i b e ˈ r a r e
delicatezza,d e l i k a ˈ t e t t s a
delicato,d e l i ˈ k a t o
delineare,d e l i n e ˈ a r e
delinquente,d e l i n ˈ k w ɛ n t e
delinquenza,d e l i ŋ ˈ k w ɛ n t s a
deliquio,d e ˈ l i k w j o
delirio,d e ˈ l i r j o
delitto,d e ˈ l i t t o
delizioso,d e l i t ˈ t s j o s o
delta,ˈ d ɛ l t a
delucidare,d e l u t ʃ i ˈ d a r e
deludente,d e l u ˈ d ɛ n t e
deludere,d e ˈ l u d e r e
delusione,d e l u ˈ z j o n e
demagogia,d e m a g o ˈ d ʒ i a
demagogo,d e m a ˈ g ɔ g o
demandare,d e m a n ˈ d a r e
demaniale,d e m a ˈ n j a l e
demanio,d e ˈ m a n j o
demarcare,d e m a r ˈ k a r e
demiurgico,d e ˈ m j u r d ʒ i k o
demiurgo,d e ˈ m j u r g o
democratico,d e m o ˈ k r a t i k o
democratizzare,d e m o k r a t i d ˈ d z a r e
democrazia,d e m o k r a ˈ t s i a
democrazie,d e m o k r a ˈ t s i e
demodé,d e m o ˈ d e
demografia,d e m o g r a ˈ f i a
demografico,d e m o ˈ g r a f i k o
demolire,d e m o ˈ l i r e
demolizione,d e m o l i ˈ t s j o n e
demone,ˈ d ɛ m o n e
demonofobia,d e m o n o f o ˈ b i a
denari,d e ˈ n a r i
denaro,d e ˈ n a r o
denigrare,d e n i ˈ g r a r e
denigrazione,d e n i g r a ˈ t s j o n e
denominale,d e n o m i ˈ n a l e
denominatore,d e n o m i n a ˈ t o r e
denso,ˈ d ɛ n s o
dentatura,d e n t a ˈ t u r a
dente,ˈ d ɛ n t e
denti,ˈ d ɛ n t i
dentiera,d e n ˈ t j ɛ r a
dentifricio,d e n t i ˈ f r i t ʃ o
dentinoblasto,d e n t i n o ˈ b l a s t o
dentista,d e n ˈ t i s t a
dentro,ˈ d e n t r o
denuncia,d e ˈ n u n t ʃ a
denunciare,d e n u n ˈ t ʃ a r e
denutrizione,d e n u t r i ˈ t s j o n e
deodorante,d e o d o ˈ r a n t e
deontologico,d e o n t o ˈ l ɔ d ʒ i k o
depennare,d e p e n ˈ n a r e
deplorare,d e p l o ˈ r a r e
deplorevole,d e p l o ˈ r e v o l e
deposito,d e ˈ p ɔ z i t o
deprecabile,d e p r e ˈ k a b i l e
depredare,d e p r e ˈ d a r e
depuratore,d e p u r a ˈ t o r e
deputare,d e p u ˈ t a r e
deputato,d e p u ˈ t a t o
deragliare,d e r a ʎ ˈ ʎ a r e
derelitto,d e r e ˈ l i t t o
derepressione,d e r e p r e s ˈ s j o n e
deretano,d e r e ˈ t a n o
derisore,d e r i ˈ z o r e
deriva,d e ˈ r i v a
derivare,d e r i ˈ v a r e
derivata,d e r i ˈ v a t a
derivato,d e r i ˈ v a t o
derivazione,d e r i v a ˈ t s j o n e
dermatologia,d e r m a t o l o ˈ d ʒ i a
dermatologo,d e r m a ˈ t ɔ l o g o
deroga,ˈ d ɛ r o g a
derrata,d e r ˈ r a t a
deschetto,ˈ d e ˈ s k e t t o
desco,ˈ d e s k o
descrizione,d e s k r i ˈ t s j o n e
desertificazione,d e z e r t i f i k a t ˈ t s j o n e
deserto,d e ˈ z ɛ r t o
desiderare,d e z i d e ˈ r a r e
desiderio,d e z i ˈ d ɛ r j o
designare,d e s i ˈ ɲ ɲ a r e
designazione,d e s i ɲ ɲ a ˈ t s j o n e
designazione,d e z i ɲ ɲ a ˈ t s j o n e
desinare,d e z i ˈ n a r e
desinare,d̪ e z i ˈ n äː r e
desinenza,d e z i ˈ n ɛ n t s a
desir,d e ˈ z i r
despota,ˈ d ɛ s p o t a
desta,ˈ d e s t a
deste,ˈ d e s t e
desti,ˈ d e s t i
destinazioni,d e s t i n a t ˈ t s j o n i
destino,d e ˈ s t i n o
desto,ˈ d e s t o
destrorso,d e ˈ s t r o r s o
