headword,pronunciation
DISMUTASE,ˌ d ɪ s m j uː ˈ t eɪ z
DISNEY,ˈ d ɪ z n i
DISNEY'S,ˈ d ɪ z n iː z
DISNEYLAND,ˈ d ɪ z n iː ˌ l æ n d
DISNEYWORLD,ˈ d ɪ z n iː w ɝ l d
DISOBEDIENCE,"ˌ d ɪ s ə ˈ b iː d iː ə n s , ˌ d ɪ s oʊ ˈ b iː d iː ə n s"
DISOBEDIENT,"ˌ d ɪ s ə ˈ b iː d iː ə n t , ˌ d ɪ s oʊ ˈ b iː d iː ə n t"
DISOBEY,ˌ d ɪ s ə ˈ b eɪ
DISOBEYED,ˌ d ɪ s oʊ ˈ b eɪ d
DISOBEYING,ˌ d ɪ s oʊ ˈ b eɪ ɪ ŋ
DISON,ˈ d ɪ s ə n
DISORDER,d ɪ ˈ s ɔ ɹ d ɝ
DISORDERED,d ɪ ˈ s ɔ ɹ d ɝ d
DISORDERLY,d ɪ ˈ s ɔ ɹ d ɝ l i
DISORDERS,d ɪ ˈ s ɔ ɹ d ɝ z
DISORGANIZATION,d ɪ ˌ s ɔ ɹ g ə n ə ˈ z eɪ ʃ ə n
DISORGANIZE,d ɪ ˈ s ɔ ɹ g ə ˌ n aɪ z
DISORGANIZED,d ɪ ˈ s ɔ ɹ g ə ˌ n aɪ z d
DISORIENT,d ɪ ˈ s ɔ ɹ iː ˌ ɛ n t
DISORIENTATION,d ɪ ˌ s ɔ ɹ iː ə n ˈ t eɪ ʃ ə n
DISORIENTED,d ɪ ˈ s ɔ ɹ iː ˌ ɛ n t ɪ d
DISORIENTING,d ɪ ˈ s ɔ ɹ iː ˌ ɛ n t ɪ ŋ
DISOWN,d ɪ ˈ s oʊ n
DISOWNED,d ɪ ˈ s oʊ n d
DISPAIR,d ɪ ˈ s p ɛ ɹ
DISPARAGE,d ɪ ˈ s p ɛ ɹ ɪ d ʒ
DISPARAGED,d ɪ ˈ s p ɛ ɹ ɪ d ʒ d
DISPARAGES,d ɪ ˈ s p ɛ ɹ ɪ d ʒ ɪ z
DISPARAGING,d ɪ ˈ s p ɛ ɹ ɪ d ʒ ɪ ŋ
DISPARAGINGLY,d ɪ ˈ s p ɛ ɹ ɪ d ʒ ɪ ŋ l i
DISPARATE,"ˈ d ɪ s p ɝ ɪ t , d ɪ ˈ s p ɛ ɹ ɪ t"
DISPARITIES,d ɪ ˈ s p ɛ ɹ ə t iː z
DISPARITY,d ɪ ˈ s p ɛ ɹ ə t i
DISPASSIONATE,d ɪ ˈ s p æ ʃ ə n ə t
DISPASSIONATELY,d ɪ ˈ s p æ ʃ ə n ə t l i
DISPATCH,d ɪ ˈ s p æ t ʃ
DISPATCHED,d ɪ ˈ s p æ t ʃ t
DISPATCHER,"d ɪ ˈ s p æ t ʃ ɝ , ˈ d ɪ ˌ s p æ t ʃ ɝ"
DISPATCHER'S,"d ɪ ˈ s p æ t ʃ ɝ z , ˈ d ɪ ˌ s p æ t ʃ ɝ z"
DISPATCHERS,d ɪ ˈ s p æ t ʃ ɝ z
DISPATCHES,d ɪ ˈ s p æ t ʃ ɪ z
DISPATCHING,d ɪ ˈ s p æ t ʃ ɪ ŋ
DISPEL,d ɪ ˈ s p ɛ l
DISPELL,d ɪ ˈ s p ɛ l
DISPELLED,d ɪ ˈ s p ɛ l d
DISPELLING,d ɪ ˈ s p ɛ l ɪ ŋ
DISPELS,d ɪ ˈ s p ɛ l z
DISPENSABLE,d ɪ ˈ s p ɛ n s ə b ə l
DISPENSARY,"d ɪ ˈ s p ɛ n s ɝ i , ˈ d ɪ s p ɛ n ˌ s ɛ ɹ i"
DISPENSATION,ˌ d ɪ s p ə n ˈ s eɪ ʃ ə n
DISPENSE,d ɪ ˈ s p ɛ n s
DISPENSED,d ɪ ˈ s p ɛ n s t
DISPENSER,d ɪ ˈ s p ɛ n s ɝ
DISPENSERS,d ɪ ˈ s p ɛ n s ɝ z
DISPENSES,d ɪ ˈ s p ɛ n s ɪ z
DISPENSING,d ɪ ˈ s p ɛ n s ɪ ŋ
DISPENZA,d ɪ ˈ s p ɛ n z ə
DISPERSAL,d ɪ ˈ s p ɝː s ə l
DISPERSANT,ˌ d ɪ ˈ s p ɝː s ə n t
DISPERSANTS,ˌ d ɪ ˈ s p ɝː s ə n t s
DISPERSE,d ɪ ˈ s p ɝː s
DISPERSED,d ɪ ˈ s p ɝː s t
DISPERSING,d ɪ ˈ s p ɝː s ɪ ŋ
DISPERSION,d ɪ ˈ s p ɝː ʒ ə n
DISPERSIVE,d ɪ ˈ s p ɝː s ɪ v
DISPIRITED,d ɪ ˈ s p ɪ ɹ ə t ɪ d
DISPIRITING,d ɪ ˈ s p ɪ ɹ ɪ t ɪ ŋ
DISPLACE,d ɪ ˈ s p l eɪ s
DISPLACED,d ɪ ˈ s p l eɪ s t
DISPLACEMENT,d ɪ ˈ s p l eɪ s m ə n t
DISPLACEMENTS,d ɪ ˈ s p l eɪ s m ə n t s
DISPLACES,d ɪ ˈ s p l eɪ s ɪ z
DISPLACING,d ɪ ˈ s p l eɪ s ɪ ŋ
DISPLAY,d ɪ ˈ s p l eɪ
DISPLAYED,d ɪ ˈ s p l eɪ d
DISPLAYING,d ɪ ˈ s p l eɪ ɪ ŋ
DISPLAYS,d ɪ ˈ s p l eɪ z
DISPLAYWRITE,d ɪ ˈ s p l eɪ ˌ ɹ aɪ t
DISPLAYWRITER,d ɪ ˈ s p l eɪ ˌ ɹ aɪ t ɝ
DISPLEASE,d ɪ ˈ s p l iː z
DISPLEASED,d ɪ ˈ s p l iː z d
DISPLEASURE,d ɪ ˈ s p l ɛ ʒ ɝ
DISPOSABLE,d ɪ ˈ s p oʊ z ə b ə l
DISPOSABLES,d ɪ ˈ s p oʊ z ə b ə l z
DISPOSAL,d ɪ ˈ s p oʊ z ə l
DISPOSALS,d ɪ ˈ s p oʊ z ə l z
DISPOSE,d ɪ ˈ s p oʊ z
DISPOSED,d ɪ ˈ s p oʊ z d
DISPOSER,d ɪ ˈ s p oʊ z ɝ
DISPOSES,d ɪ ˈ s p oʊ z ɪ z
DISPOSING,d ɪ ˈ s p oʊ z ɪ ŋ
DISPOSITION,ˌ d ɪ s p ə ˈ z ɪ ʃ ə n
DISPOSITIONS,ˌ d ɪ s p ə ˈ z ɪ ʃ ə n z
DISPOSITIVE,ˌ d ɪ ˈ s p ɑː z ə t ɪ v
DISPOSSESS,ˌ d ɪ s p ə ˈ z ɛ s
DISPOSSESSED,ˌ d ɪ s p ə ˈ z ɛ s t
DISPROPORTIONATE,ˌ d ɪ s p ɹ ə ˈ p ɔ ɹ ʃ ə n ɪ t
DISPROPORTIONATELY,ˌ d ɪ s p ɹ ə ˈ p ɔ ɹ ʃ ə n ə t l i
DISPROVE,d ɪ ˈ s p ɹ uː v
DISPROVED,d ɪ ˈ s p ɹ uː v d
DISPROVEN,d ɪ ˈ s p ɹ uː v ɪ n
DISPROVES,d ɪ ˈ s p ɹ uː v z
DISPUTABLE,d ɪ s ˈ p j uː t ə b ə l
DISPUTATION,d ɪ s ˈ p j uː ˈ t eɪ ʃ ə n
DISPUTE,d ɪ s ˈ p j uː t
DISPUTED,"d ɪ s ˈ p j uː t ə d , d ɪ s ˈ p j uː t ɪ d"
DISPUTES,d ɪ s ˈ p j uː t s
DISPUTING,d ɪ s ˈ p j uː t ɪ ŋ
DISQUALIFICATION,d ɪ ˌ s k w ɑː l ə f ə ˈ k eɪ ʃ ə n
DISQUALIFIED,d ɪ ˈ s k w ɑː l ə ˌ f aɪ d
DISQUALIFIES,d ɪ ˈ s k w ɑː l ə ˌ f aɪ z
DISQUALIFY,d ɪ ˈ s k w ɑː l ə ˌ f aɪ
DISQUALIFYING,d ɪ ˈ s k w ɑː l ə ˌ f aɪ ɪ ŋ
DISQUE,ˈ d ɪ s k
DISQUIET,d ɪ ˈ s k w aɪ ə t
DISQUIETING,d ɪ ˈ s k w aɪ ə t ɪ ŋ
DISRAELI,d ɪ z ˈ ɹ eɪ l i
DISREGARD,ˌ d ɪ s ɹ ɪ ˈ g ɑː ɹ d
DISREGARDED,ˌ d ɪ s ɹ ɪ ˈ g ɑː ɹ d ɪ d
DISREGARDING,ˌ d ɪ s ɹ ɪ ˈ g ɑː ɹ d ɪ ŋ
DISREGARDS,ˌ d ɪ s ɹ ɪ ˈ g ɑː ɹ d z
DISREPAIR,ˌ d ɪ s ɹ ɪ ˈ p ɛ ɹ
DISREPUTABLE,d ɪ s ˈ ɹ ɛ p j ə t ə b ə l
DISREPUTE,ˌ d ɪ s ɹ ɪ ˈ p j uː t
DISRESPECT,ˌ d ɪ s ɹ ɪ ˈ s p ɛ k t
DISRESPECTED,ˌ d ɪ s ɹ ɪ ˈ s p ɛ k t ɪ d
DISRESPECTFUL,ˌ d ɪ s ɹ ɪ ˈ s p ɛ k t f ə l
DISRESPECTING,ˌ d ɪ s ɹ ɪ ˈ s p ɛ k t ɪ ŋ
DISRESPECTS,ˌ d ɪ s ɹ ɪ ˈ s p ɛ k t s
DISRUPT,d ɪ s ˈ ɹ ʌ p t
DISRUPTED,d ɪ s ˈ ɹ ʌ p t ɪ d
DISRUPTING,d ɪ s ˈ ɹ ʌ p t ɪ ŋ
DISRUPTION,d ɪ s ˈ ɹ ʌ p ʃ ə n
DISRUPTIONS,d ɪ s ˈ ɹ ʌ p ʃ ə n z
DISRUPTIVE,d ɪ s ˈ ɹ ʌ p t ɪ v
DISRUPTS,d ɪ s ˈ ɹ ʌ p t s
DISS,ˈ d ɪ s
DISSATISFACTION,ˌ d ɪ s æ t ɪ s ˈ f æ k ʃ ə n
DISSATISFIED,d ɪ ˈ s æ t ə s ˌ f aɪ d
DISSATISFY,d ɪ ˈ s æ t ə s ˌ f aɪ
DISSECT,d aɪ ˈ s ɛ k t
DISSECTED,d aɪ ˈ s ɛ k t ə d
DISSECTING,d aɪ ˈ s ɛ k t ɪ ŋ
DISSECTION,"d aɪ ˈ s ɛ k ʃ ə n , ˈ d aɪ s ɛ k ʃ ə n"
DISSECTIONS,"d aɪ ˈ s ɛ k ʃ ə n z , ˈ d aɪ s ɛ k ʃ ə n z"
DISSECTS,"d aɪ ˈ s ɛ k t s , d aɪ ˈ s ɛ k s"
DISSEMBLE,d ɪ ˈ s ɛ m b ə l
DISSEMBLING,d ɪ ˈ s ɛ m b l ɪ ŋ
DISSEMINATE,d ɪ ˈ s ɛ m ə ˌ n eɪ t
DISSEMINATED,d ɪ ˈ s ɛ m ə ˌ n eɪ t ə d
DISSEMINATES,d ɪ ˈ s ɛ m ə ˌ n eɪ t s
DISSEMINATING,d ɪ ˈ s ɛ m ə ˌ n eɪ t ɪ ŋ
DISSEMINATION,d ɪ ˌ s ɛ m ə ˈ n eɪ ʃ ə n
DISSENSION,d ɪ ˈ s ɛ n ʃ ə n
DISSENT,d ɪ ˈ s ɛ n t
DISSENTED,"d ɪ ˈ s ɛ n t ɪ d , d ɪ ˈ s ɛ n ɪ d"
DISSENTER,d ɪ ˈ s ɛ n t ɝ
DISSENTERS,"d ɪ ˈ s ɛ n t ɝ z , d ɪ ˈ s ɛ n ɝ z"
DISSENTING,"d ɪ ˈ s ɛ n t ɪ ŋ , d ɪ ˈ s ɛ n ɪ ŋ"
DISSENTS,d ɪ ˈ s ɛ n t s
DISSERTATION,ˌ d ɪ s ɝ ˈ t eɪ ʃ ə n
DISSERVICE,d ɪ ˈ s ɝː v ə s
DISSIDENCE,ˈ d ɪ s ə d ɪ n s
DISSIDENT,ˈ d ɪ s ə d ɪ n t
DISSIDENTS,ˈ d ɪ s ə d ə n t s
DISSIDENTS',ˈ d ɪ s ə d ə n t s
DISSIMILAR,d ɪ ˈ s ɪ m ə l ɝ
DISSIMILARITY,ˌ d ɪ ˌ s ɪ m ə ˈ l æ ɹ ə t i
DISSING,ˈ d ɪ s ɪ ŋ
DISSINGER,ˈ d ɪ s ɪ n d ʒ ɝ
DISSIPATE,ˈ d ɪ s ə ˌ p eɪ t
DISSIPATED,ˈ d ɪ s ə ˌ p eɪ t ɪ d
DISSIPATES,ˈ d ɪ s ə ˌ p eɪ t s
DISSIPATING,ˈ d ɪ s ə ˌ p eɪ t ɪ ŋ
DISSIPATION,ˌ d ɪ s ɪ ˈ p eɪ ʃ ə n
DISSIPATIVE,ˈ d ɪ s ə ˌ p eɪ t ɪ v
DISSOCIATE,d ɪ ˈ s oʊ s iː eɪ t
DISSOCIATION,d ɪ ˌ s oʊ s iː ˈ eɪ ʃ ə n
DISSOLUTION,ˌ d ɪ s ə ˈ l uː ʃ ə n
DISSOLVE,d ɪ ˈ z ɑː l v
DISSOLVED,d ɪ ˈ z ɑː l v d
DISSOLVER,d ɪ ˈ z ɑː l v ɝ
DISSOLVERS,d ɪ ˈ z ɑː l v ɝ z
DISSOLVES,d ɪ ˈ z ɑː l v z
DISSOLVING,d ɪ ˈ z ɔ l v ɪ ŋ
DISSONANCE,ˈ d ɪ s ə n ə n s
DISSONANT,ˈ d ɪ s ə n ə n t
DISSUADE,d ɪ ˈ s w eɪ d
DISSUADED,d ɪ ˈ s w eɪ d ɪ d
DISSYMMETRIC,ˌ d ɪ s ɪ ˈ m ɛ t ɹ ɪ k
DISSYMMETRY,d ɪ ˈ s ɪ m ə t ɹ i
DISTAD,ˈ d ɪ s t ə d
DISTAL,ˈ d ɪ s t ə l
DISTANCE,ˈ d ɪ s t ə n s
DISTANCED,ˈ d ɪ s t ə n s t
DISTANCES,"ˈ d ɪ s t ə n s ə z , ˈ d ɪ s t ə n s ɪ z"
DISTANCING,ˈ d ɪ s t ə n s ɪ ŋ
DISTANT,ˈ d ɪ s t ə n t
DISTASI,d ɪ ˈ s t ɑː s i
DISTASIO,d ɪ ˈ s t ɑː s iː oʊ
DISTASTE,d ɪ ˈ s t eɪ s t
DISTASTEFUL,d ɪ ˈ s t eɪ s t f ə l
DISTEFANO,d ɪ s t ɛ ˈ f ɑː n oʊ
DISTEL,ˈ d ɪ s t ə l
DISTEMPER,d ɪ ˈ s t ɛ m p ɝ
DISTEND,d ɪ ˈ s t ɛ n d
DISTENDED,d ɪ ˈ s t ɛ n d ɪ d
distill,d ɪ ˈ s t ɪ l
DISTILL,d ɪ ˈ s t ɪ l
DISTILLATE,"ˈ d ɪ s t ə ˌ l eɪ t , ˈ d ɪ s t ə l ə t"
DISTILLATES,ˈ d ɪ s t ə ˌ l eɪ t s
DISTILLATION,ˌ d ɪ s t ə ˈ l eɪ ʃ ə n
DISTILLED,d ɪ ˈ s t ɪ l d
DISTILLER,d ɪ ˈ s t ɪ l ɝ
DISTILLER'S,d ɪ ˈ s t ɪ l ɝ z
DISTILLERIES,d ɪ ˈ s t ɪ l ɝ iː z
DISTILLERS,d ɪ ˈ s t ɪ l ɝ z
DISTILLERS',d ɪ ˈ s t ɪ l ɝ z
DISTILLERS'S,d ɪ ˈ s t ɪ l ɝ z ɪ z
DISTILLERY,d ɪ ˈ s t ɪ l ɝ i
DISTILLING,d ɪ ˈ s t ɪ l ɪ ŋ
DISTILLS,d ɪ ˈ s t ɪ l z
DISTINCT,d ɪ ˈ s t ɪ ŋ k t
DISTINCTION,d ɪ ˈ s t ɪ ŋ k ʃ ə n
DISTINCTIONS,d ɪ ˈ s t ɪ ŋ k ʃ ə n z
DISTINCTIVE,d ɪ ˈ s t ɪ ŋ k t ɪ v
DISTINCTIVELY,d ɪ ˈ s t ɪ ŋ k t ɪ v l i
DISTINCTIVENESS,d ɪ ˈ s t ɪ ŋ k t ɪ v n ə s
DISTINCTLY,d ɪ ˈ s t ɪ ŋ k t l i
DISTINGUISH,d ɪ ˈ s t ɪ ŋ g w ɪ ʃ
DISTINGUISHABLE,d ɪ ˈ s t ɪ ŋ g w ɪ ʃ ə b ə l
DISTINGUISHED,d ɪ ˈ s t ɪ ŋ g w ɪ ʃ t
DISTINGUISHES,d ɪ ˈ s t ɪ ŋ g w ɪ ʃ ɪ z
DISTINGUISHING,d ɪ ˈ s t ɪ ŋ g w ɪ ʃ ɪ ŋ
DISTLER,ˈ d ɪ s t l ɝ
DISTORT,d ɪ ˈ s t ɔ ɹ t
DISTORTED,"d ɪ ˈ s t ɔ ɹ t ə d , d ɪ ˈ s t ɔ ɹ t ɪ d"
DISTORTING,d ɪ ˈ s t ɔ ɹ t ɪ ŋ
DISTORTION,d ɪ ˈ s t ɔ ɹ ʃ ə n
DISTORTIONS,d ɪ ˈ s t ɔ ɹ ʃ ə n z
DISTORTS,d ɪ ˈ s t ɔ ɹ t s
DISTRACT,d ɪ ˈ s t ɹ æ k t
DISTRACTED,"d ɪ ˈ s t ɹ æ k t ə d , d ɪ ˈ s t ɹ æ k t ɪ d"
DISTRACTING,d ɪ ˈ s t ɹ æ k t ɪ ŋ
DISTRACTION,d ɪ ˈ s t ɹ æ k ʃ ə n
DISTRACTIONS,d ɪ ˈ s t ɹ æ k ʃ ə n z
DISTRACTS,d ɪ ˈ s t ɹ æ k t s
DISTRAUGHT,d ɪ ˈ s t ɹ ɔ t
DISTRESS,d ɪ ˈ s t ɹ ɛ s
DISTRESSED,d ɪ ˈ s t ɹ ɛ s t
DISTRESSES,d ɪ ˈ s t ɹ ɛ s ɪ z
DISTRESSING,d ɪ ˈ s t ɹ ɛ s ɪ ŋ
DISTRESSINGLY,d ɪ ˈ s t ɹ ɛ s ɪ ŋ l i
DISTRIBUTE,d ɪ ˈ s t ɹ ɪ b j uː t
DISTRIBUTED,d ɪ ˈ s t ɹ ɪ b j ə t ə d
DISTRIBUTES,d ɪ ˈ s t ɹ ɪ b j uː t s
DISTRIBUTING,d ɪ ˈ s t ɹ ɪ b j uː t ɪ ŋ
DISTRIBUTION,ˌ d ɪ s t ɹ ə ˈ b j uː ʃ ə n
DISTRIBUTIONS,ˌ d ɪ s t ɹ ə ˈ b j uː ʃ ə n z
DISTRIBUTIVE,d ɪ ˈ s t ɹ ɪ b j uː t ɪ v
DISTRIBUTOR,d ɪ ˈ s t ɹ ɪ b j ə t ɝ
DISTRIBUTOR'S,d ɪ ˈ s t ɹ ɪ b j uː t ɝ z
DISTRIBUTORS,d ɪ ˈ s t ɹ ɪ b j ə t ɝ z
DISTRIBUTORS',d ɪ ˈ s t ɹ ɪ b j ə t ɝ z
DISTRIBUTORSHIP,d ɪ ˈ s t ɹ ɪ b j uː t ɝ ˌ ʃ ɪ p
DISTRIBUTORSHIPS,d ɪ ˈ s t ɹ ɪ b j uː t ɝ ˌ ʃ ɪ p s
DISTRICT,ˈ d ɪ s t ɹ ɪ k t
DISTRICT'S,ˈ d ɪ s t ɹ ɪ k t s
DISTRICTING,ˈ d ɪ s t ɹ ɪ k t ɪ n g
DISTRICTS,ˈ d ɪ s t ɹ ɪ k t s
DISTRIGAS,d ɪ ˈ s t ɹ iː g ə s
DISTRON,ˈ d ɪ ˌ s t ɹ ɑː n
DISTRUST,d ɪ ˈ s t ɹ ʌ s t
DISTRUSTED,"d ɪ ˈ s t ɹ ʌ s t ə d , d ɪ ˈ s t ɹ ʌ s t ɪ d"
DISTRUSTFUL,d ɪ ˈ s t ɹ ʌ s t f ə l
DISTRUSTS,d ɪ ˈ s t ɹ ʌ s t s
DISTURB,d ɪ ˈ s t ɝː b
DISTURBANCE,d ɪ ˈ s t ɝː b ə n s
DISTURBANCES,"d ɪ ˈ s t ɝː b ə n s ə z , d ɪ ˈ s t ɝː b ə n s ɪ z"
DISTURBED,d ɪ ˈ s t ɝː b d
DISTURBING,d ɪ ˈ s t ɝː b ɪ ŋ
DISTURBINGLY,d ɪ ˈ s t ɝː b ɪ ŋ l i
DISTURBS,d ɪ ˈ s t ɝː b z
DISUNION,d ɪ s ˈ j uː n j ə n
DISUNITY,d ɪ s ˈ j uː n ə t i
DISUSE,d ɪ s ˈ j uː s
DITCH,ˈ d ɪ t ʃ
DITCHED,ˈ d ɪ t ʃ t
DITCHES,"ˈ d ɪ t ʃ ə z , ˈ d ɪ t ʃ ɪ z"
DITCHING,ˈ d ɪ t ʃ ɪ ŋ
DITH,ˈ d ɪ θ
DITHER,ˈ d ɪ ð ɝ
DITHERING,ˈ d ɪ ð ɝ ɪ ŋ
DITHERS,ˈ d ɪ ð ɝ z
DITHYRAMB,ˈ d ɪ θ ɝ ˌ æ m
DITKA,ˈ d ɪ t k ə
DITKA'S,ˈ d ɪ t k ə z
DITLOW,ˈ d ɪ t l oʊ
DITMARS,ˈ d ɪ t m ɝ z
DITMER,ˈ d ɪ t m ɝ
DITMORE,ˈ d ɪ t m ɔ ɹ
DITOMASSO,d ɪ t oʊ ˈ m ɑː ˌ s oʊ
DITOMMASO,d ɪ t oʊ ˈ m ɑː ˌ s oʊ
DITSY,ˈ d ɪ t s i
DITTBERNER,ˈ d ɪ t b ɝ n ɝ
DITTEMORE,d ɪ ˈ t ɛ m ɔ ɹ
DITTER,ˈ d ɪ t ɝ
DITTIES,ˈ d ɪ t iː z
DITTMAN,ˈ d ɪ t m ə n
DITTMANN,ˈ d ɪ t m ə n
DITTMAR,ˈ d ɪ t m ɝ
DITTMER,ˈ d ɪ t m ɝ
DITTO,ˈ d ɪ t oʊ
DITTOHEAD,ˈ d ɪ t oʊ ˌ h ɛ d
DITTON,ˈ d ɪ t ə n
DITTRICH,ˈ d ɪ t ɹ ɪ k
DITTUS,ˈ d ɪ t ə s
DITTY,ˈ d ɪ t i
DITULLIO,d ɪ ˈ t ʌ l iː ˌ oʊ
DITZEL,ˈ d ɪ t z ə l
DITZLER,ˈ d ɪ t s l ɝ
DIURETIC,ˌ d aɪ uː ˈ ɹ ɛ t ɪ k
DIURETICS,ˌ d aɪ uː ˈ ɹ ɛ t ɪ k s
DIURNAL,d aɪ ˈ ɝː n ə l
DIURNALLY,d aɪ ˈ ɝː n ə l i
DIVA,ˈ d iː v ə
DIVAD,ˈ d ɪ v æ d
DIVALENT,d aɪ ˈ v eɪ l ə n t
DIVALL,ˈ d ɪ v ə l
DIVAN,d ɪ ˈ v æ n
DIVAS,ˈ d iː v ə z
DIVE,ˈ d aɪ v
DIVED,ˈ d aɪ v d
DIVELBISS,d ɪ ˈ v ɛ l b ɪ s
DIVELEY,ˈ d ɪ v ɪ l i
DIVELY,ˈ d aɪ v l i
DIVEN,ˈ d aɪ v ə n
DIVENS,ˈ d aɪ v ə n z
DIVER,ˈ d aɪ v ɝ
DIVER'S,ˈ d aɪ v ɝ z
DIVERGE,d ɪ ˈ v ɝː d ʒ
DIVERGED,d aɪ ˈ v ɝː d ʒ d
DIVERGENCE,"d aɪ ˈ v ɝː d ʒ ə n s , d ɪ ˈ v ɝː d ʒ ə n s"
DIVERGENCES,d aɪ ˈ v ɝː d ʒ ə n s ɪ z
DIVERGENT,"d aɪ ˈ v ɝː d ʒ ə n t , d ɪ ˈ v ɝː d ʒ ə n t"
DIVERGES,d aɪ ˈ v ɝː d ʒ ɪ z
DIVERGING,d aɪ ˈ v ɝː d ʒ ɪ ŋ
DIVERS,ˈ d aɪ v ɝ z
DIVERSE,"d aɪ ˈ v ɝː s , d ɪ ˈ v ɝː s"
DIVERSICARE,ˈ d ɪ v ɝ s ɪ ˌ k ɛ ɹ
DIVERSIFICATION,"d aɪ ˌ v ɝː s ə f ə ˈ k eɪ ʃ ə n , d ɪ ˌ v ɝː s ə f ə ˈ k eɪ ʃ ə n"
DIVERSIFICATIONS,"d aɪ ˌ v ɝː s ə f ə ˈ k eɪ ʃ ə n z , d ɪ ˌ v ɝː s ə f ə ˈ k eɪ ʃ ə n z"
DIVERSIFIED,"d aɪ ˈ v ɝː s ə ˌ f aɪ d , d ɪ ˈ v ɝː s ə ˌ f aɪ d"
DIVERSIFY,"d aɪ ˈ v ɝː s ə ˌ f aɪ , d ɪ ˈ v ɝː s ə ˌ f aɪ"
DIVERSIFYING,"d aɪ ˈ v ɝː s ə ˌ f aɪ ɪ ŋ , d ɪ ˈ v ɝː s ə ˌ f aɪ ɪ ŋ"
DIVERSION,"d aɪ ˈ v ɝː ʒ ə n , d ɪ ˈ v ɝː ʒ ə n"
DIVERSIONARY,"d aɪ ˈ v ɝː ʒ ə ˌ n ɛ ɹ i , d ɪ ˈ v ɝː ʒ ə ˌ n ɛ ɹ i"
DIVERSIONS,"d ɪ ˈ v ɝː ʒ ə n z , d aɪ ˈ v ɝː ʒ ə n z"
DIVERSITY,"d ɪ ˈ v ɝː s ɪ t i , d aɪ ˈ v ɝː s ɪ t i"
DIVERT,"d aɪ ˈ v ɝː t , d ɪ ˈ v ɝː t"
DIVERTED,"d aɪ ˈ v ɝː t ɪ d , d ɪ ˈ v ɝː t ɪ d"
DIVERTICULA,ˌ d aɪ v ɝ ˈ t ɪ k j ə l ə
DIVERTICULUM,ˌ d aɪ v ɝ ˈ t ɪ k j ə l ə m
DIVERTIMENTO,d ɪ ˌ v ɝː t ə ˈ m ɛ n ˌ t oʊ
DIVERTING,"d aɪ ˈ v ɝː t ɪ ŋ , d ɪ ˈ v ɝː t ɪ ŋ"
DIVERTS,"d aɪ ˈ v ɝː t s , d ɪ ˈ v ɝː t s"
DIVES,ˈ d aɪ v z
DIVEST,"d aɪ ˈ v ɛ s t , d ɪ ˈ v ɛ s t"
DIVESTED,d aɪ ˈ v ɛ s t ɪ d
DIVESTING,d aɪ ˈ v ɛ s t ɪ ŋ
DIVESTITURE,"d ɪ ˈ v ɛ s t ɪ t ʃ ɝ , d aɪ ˈ v ɛ s t ɪ t ʃ ɝ"
DIVESTITURES,"d ɪ ˈ v ɛ s t ɪ t ʃ ɝ z , d aɪ ˈ v ɛ s t ɪ t ʃ ɝ z"
DIVESTMENT,"d aɪ ˈ v ɛ s t m ə n t , d aɪ ˈ v ɛ s m ə n t , d ɪ ˈ v ɛ s m ə n t"
DIVESTMENTS,"d aɪ ˈ v ɛ s t m ə n t s , d aɪ ˈ v ɛ s m ə n t s , d ɪ ˈ v ɛ s m ə n t s"
DIVESTS,d aɪ ˈ v ɛ s t s
DIVI,ˈ d iː v i
DIVIDE,d ɪ ˈ v aɪ d
DIVIDED,d ɪ ˈ v aɪ d ɪ d
DIVIDEND,ˈ d ɪ v ɪ ˌ d ɛ n d
DIVIDEND'S,ˈ d ɪ v ɪ ˌ d ɛ n d z
DIVIDENDS,ˈ d ɪ v ɪ ˌ d ɛ n d z
DIVIDER,d ɪ ˈ v aɪ d ɝ
DIVIDES,d ɪ ˈ v aɪ d z
DIVIDING,d ɪ ˈ v aɪ d ɪ ŋ
DIVINATION,ˌ d ɪ v ə ˈ n eɪ ʃ ə n
DIVINCENZO,d ɪ v iː n ˈ t ʃ ɛ n z oʊ
DIVINE,d ɪ ˈ v aɪ n
DIVINELY,d ɪ ˈ v aɪ n l i
DIVINEY,ˈ d ɪ v ɪ n i
DIVING,ˈ d aɪ v ɪ ŋ
DIVINING,d ə ˈ v aɪ n ɪ ŋ
DIVINITAS,ˌ d ɪ v ɪ ˈ n iː t ə s
DIVINITIES,d ɪ ˈ v ɪ n ə t iː z
DIVINITY,d ɪ ˈ v ɪ n ə t i
DIVIRGILIO,d ɪ v ɪ ɹ ˈ d ʒ iː l iː ˌ oʊ
DIVIS,ˈ d iː v ɪ s
DIVISIBLE,d ɪ ˈ v ɪ z ə b ə l
DIVISION,d ɪ ˈ v ɪ ʒ ə n
DIVISION'S,d ɪ ˈ v ɪ ʒ ə n z
DIVISIONAL,d ɪ ˈ v ɪ ʒ ə n ə l
DIVISIONS,d ɪ ˈ v ɪ ʒ ə n z
DIVISIONS',d ɪ ˈ v ɪ ʒ ə n z
DIVISIVE,d ɪ ˈ v aɪ s ɪ v
DIVISIVENESS,d ɪ ˈ v aɪ s ɪ v n ə s
DIVISON,"d ɪ ˈ v ɪ ʒ ə n , d ɪ ˈ v ɪ s ə n"
DIVISOR,d ɪ ˈ v aɪ z ɝ
DIVITA,d ɪ ˈ v iː t ə
